town,county,lat,lon
hinton cross,hereford and worcester,52.05,-1.95
hinton-in-the-hedges,northamptonshire,52.01,-1.19
hinton martell,dorset,50.85,-1.98
hinton on the green,hereford and worcester,52.05,-1.97
hinton parva,dorset,50.83,-2.01
hinton parva,swindon,51.54,-1.68
hinton st george,somerset,50.90,-2.82
hinton st mary,dorset,50.94,-2.31
hinton waldrist,oxfordshire,51.67,-1.46
hints,shropshire,52.37,-2.57
hints,staffordshire,52.61,-1.77
hinwick,bedfordshire,52.23,-0.63
hinwood,shropshire,52.66,-2.94
hinxhill,kent,51.14,0.91
hinxton,cambridgeshire,52.08,0.17
hinxworth,hertfordshire,52.04,-0.2
hipsburn,northumberland,55.38,-1.63
hipswell,north yorkshire,54.36,-1.72
hirst,northumberland,55.17,-1.56
hirst courtney,north yorkshire,53.70,-1.07
hiscott,devon,51.01,-4.08
hisomley,wiltshire,51.24,-2.21
histon,cambridgeshire,52.24,0.09
hitcham,suffolk,52.12,0.89
hitchin,hertfordshire,51.95,-0.26
hitchin hill,hertfordshire,51.93,-0.28
hitcombe bottom,wiltshire,51.16,-2.25
hither green,lewisham,51.44,00.00
hittisleigh barton,devon,50.74,-3.8
hixon,staffordshire,52.82,-2.0
hiz,bedfordshire,52.00,-0.28
hiz,hertfordshire,51.93,-0.25
hoaden,kent,51.28,1.23
hoar cross,staffordshire,52.80,-1.82
hoaroak water,devon,51.20,-3.81
hoarwithy,hereford and worcester,51.95,-2.67
hoath,kent,51.33,1.15
hoath corner,kent,51.16,0.12
hobarris,shropshire,52.39,-3.01
hobbins, the,shropshire,52.53,-2.39
hobble end,staffordshire,52.64,-2.0
hobbles green,suffolk,52.14,0.48
hobbs cross,essex,51.76,0.15
hobbs cross,essex,51.67,0.12
hob hill,cheshire,53.05,-2.8
hobhole drain,lincolnshire,52.99,0.03
hobroyd,derbyshire,53.43,-1.97
hobson,durham,54.88,-1.73
hoby,leicestershire,52.74,-1.02
hoccombe,somerset,51.05,-3.27
hockenden,bromley,51.39,0.14
hockerill,hertfordshire,51.85,0.16
hockering,norfolk,52.67,1.06
hockering heath,norfolk,52.68,1.07
hockerton,nottinghamshire,53.09,-0.94
hockholler,somerset,50.98,-3.19
hockholler green,somerset,50.98,-3.18
hockley,solihull,52.40,-1.6
hockley,essex,51.59,0.65
hockley,kent,51.25,0.83
hockley,cheshire,53.34,-2.12
hockley,staffordshire,52.59,-1.67
hockley heath,warwickshire,52.34,-1.78
hockliffe,bedfordshire,51.92,-0.59
hockwold cum wilton,norfolk,52.46,0.54
hockworthy,devon,50.96,-3.38
hocombe,hampshire,50.99,-1.38
hodder,lancashire,53.94,-2.51
hoddesdon,hertfordshire,51.75,-0.03
hoddlesden,lancashire,53.69,-2.44
hoden,hereford and worcester,52.12,-1.86
hodge beck,north yorkshire,54.26,-0.95
hodgefield,staffordshire,53.08,-2.15
hodgehill,birmingham,52.49,-1.82
hodgehill,cheshire,53.21,-2.25
hodnet,shropshire,52.84,-2.58
hodnetheath,shropshire,52.83,-2.58
hodsock,nottinghamshire,53.35,-1.08
hodsoll street,kent,51.34,0.32
hodson,swindon,51.51,-1.75
hodthorpe,derbyshire,53.27,-1.19
hoe,surrey,51.19,-0.44
hoe,hampshire,50.94,-1.2
hoe,norfolk,52.70,0.94
hoe benham,berkshire,51.41,-1.41
hoe gate,hampshire,50.91,-1.11
hoff,cumbria,54.54,-2.51
hoffleet stow,lincolnshire,52.91,-0.15
hogben's hill,kent,51.26,0.9
hoggard's green,suffolk,52.17,0.74
hoggeston,buckinghamshire,51.91,-0.83
hoggington,wiltshire,51.29,-2.25
hoggrill's end,warwickshire,52.51,-1.67
hog hatch,surrey,51.22,-0.81
hoghton,lancashire,53.72,-2.59
hoghton bottoms,lancashire,53.73,-2.57
hognaston,derbyshire,53.04,-1.65
hogpits bottom,hertfordshire,51.69,-0.53
hogsthorpe,lincolnshire,53.22,0.29
hogstock,dorset,50.85,-2.07
holbeach,lincolnshire,52.80,0.01
holbeach bank,lincolnshire,52.82,00.00
holbeach clough,lincolnshire,52.82,-0.01
holbeach drove,lincolnshire,52.68,-0.04
holbeache,hereford and worcester,52.40,-2.32
holbeach hurn,lincolnshire,52.82,0.06
holbeach st johns,lincolnshire,52.74,-0.01
holbeach st marks,lincolnshire,52.85,0.03
holbeach st matthew,lincolnshire,52.86,0.09
holbeck,north yorkshire,54.18,-1.12
holbeck,leeds,53.78,-1.56
holbeck,nottinghamshire,53.25,-1.19
holbeck woodhouse,nottinghamshire,53.25,-1.19
holberrow green,hereford and worcester,52.22,-1.97
holbeton,devon,50.33,-3.95
holborough,kent,51.33,0.43
holbrook,suffolk,51.98,1.14
holbrook,sheffield,53.32,-1.34
holbrook,derbyshire,52.99,-1.46
holbrook moor,derbyshire,53.00,-1.46
holbrooks,coventry,52.44,-1.51
holburn,northumberland,55.61,-1.93
holbury,hampshire,50.82,-1.39
holcombe,somerset,51.23,-2.47
holcombe,devon,50.73,-2.97
holcombe,devon,50.55,-3.48
holcombe,bury,53.64,-2.33
holcombe brook,bury,53.62,-2.34
holcombe rogus,devon,50.95,-3.35
holcot,northamptonshire,52.31,-0.84
holdbrook,enfield,51.67,-0.03
holden,lancashire,53.93,-2.35
holdenby,northamptonshire,52.29,-0.98
holden fold,oldham,53.55,-2.13
holdenhurst,bournemouth,50.75,-1.83
holder's green,essex,51.92,0.36
holders hill,barnet,51.59,-0.22
holdfast,hereford and worcester,52.03,-2.22
holdgate,shropshire,52.49,-2.64
holdingham,lincolnshire,53.01,-0.43
holditch,dorset,50.81,-2.93
holdworth,sheffield,53.41,-1.58
hole,devon,50.92,-4.37
hole,bradford,53.82,-1.95
holehouse,derbyshire,53.42,-2.0
hole-in-the wall,hereford and worcester,51.94,-2.56
holemoor,devon,50.82,-4.24
hole's hole,cornwall,50.46,-4.21
holestone,derbyshire,53.14,-1.5
hole street,west sussex,50.91,-0.37
holewater,devon,51.09,-3.85
holford,somerset,51.16,-3.21
holgate,york,53.95,-1.11
holker,cumbria,54.18,-2.98
holkham,norfolk,52.95,0.81
hollacombe,devon,50.80,-4.31
hollacombe,devon,50.78,-3.7
hollacombe hill,devon,50.33,-4.08
holland,surrey,51.23,00.00
holland fen,lincolnshire,53.02,-0.16
holland lees,lancashire,53.56,-2.74
holland-on-sea,essex,51.79,1.18
hollands,somerset,50.95,-2.64
hollesley,suffolk,52.04,1.42
hollicombe,devon,50.44,-3.56
hollies common,staffordshire,52.78,-2.26
hollies, the,nottinghamshire,53.05,-0.77
hollinfare,cheshire,53.40,-2.46
hollingbourne,kent,51.26,0.63
hollingdon,buckinghamshire,51.93,-0.73
hollingrove,east sussex,50.95,0.4
hollingthorpe,wakefield,53.63,-1.53
hollington,east sussex,50.87,0.54
hollington,hampshire,51.32,-1.39
hollington,derbyshire,52.94,-1.67
hollington,staffordshire,52.94,-1.92
hollington cross,hampshire,51.31,-1.38
hollington grove,derbyshire,52.93,-1.67
hollingwood,derbyshire,53.26,-1.38
hollin hall,lancashire,53.83,-2.13
hollin park,leeds,53.81,-1.5
hollins,cumbria,54.31,-2.5
hollins,bolton,53.54,-2.45
hollins,bury,53.56,-2.28
hollins,rochdale,53.55,-2.19
hollins,staffordshire,53.11,-2.12
hollins,staffordshire,53.02,-2.01
hollins,staffordshire,53.07,-2.27
hollins,derbyshire,53.23,-1.52
hollinsclough,staffordshire,53.19,-1.91
hollins end,sheffield,53.35,-1.41
hollins green,cheshire,53.40,-2.46
hollinsgreen,cheshire,53.16,-2.4
hollins lane,lancashire,53.95,-2.77
hollins lane,shropshire,52.92,-2.7
hollinswood,shropshire,52.67,-2.44
hollinthorpe,leeds,53.77,-1.42
hollinwood,oldham,53.51,-2.15
hollinwood,shropshire,52.91,-2.71
hollis green,devon,50.86,-3.3
hollis head,devon,50.79,-3.43
hollocombe,devon,50.88,-3.94
hollocombe town,devon,50.88,-3.96
holloway,wiltshire,51.06,-2.18
holloway,berkshire,51.51,-0.79
holloway,derbyshire,53.10,-1.52
holloway hill,surrey,51.16,-0.61
hollowell,northamptonshire,52.33,-1.0
hollow meadows,sheffield,53.38,-1.64
hollowmoor heath,cheshire,53.20,-2.78
hollow oak,dorset,50.73,-2.22
hollow street,kent,51.33,1.18
holly bank,walsall,52.62,-1.92
hollyberry end,solihull,52.44,-1.61
holly brook,somerset,51.22,-2.71
hollybush,hereford and worcester,52.02,-2.35
hollybush corner,suffolk,52.19,0.79
hollybush corner,buckinghamshire,51.56,-0.61
hollybushes,kent,51.28,0.73
hollybush hill,essex,51.82,1.06
hollybush hill,buckinghamshire,51.54,-0.58
hollycroft,leicestershire,52.54,-1.39
holly cross,berkshire,51.51,-0.84
holly end,norfolk,52.63,0.2
holly green,hereford and worcester,52.06,-2.2
holly green,buckinghamshire,51.72,-0.88
holly hill,north yorkshire,54.39,-1.75
hollyhurst,warwickshire,52.46,-1.45
hollyhurst,shropshire,52.56,-2.78
hollywaste,shropshire,52.37,-2.53
hollywater,hampshire,51.09,-0.85
hollywood,hereford and worcester,52.39,-1.88
holmacott,devon,51.03,-4.14
holman clavel,somerset,50.93,-3.11
holmbury st mary,surrey,51.18,-0.41
holmbush,dorset,50.81,-2.9
holmbush,cornwall,50.33,-4.76
holmcroft,staffordshire,52.82,-2.14
holme,cambridgeshire,52.46,-0.24
holme,bedfordshire,52.06,-0.27
holme,derbyshire,53.52,-1.83
holme,bradford,53.77,-1.71
holme,cumbria,54.19,-2.73
holme,north yorkshire,54.23,-1.46
holme,nottinghamshire,53.12,-0.8
holmebridge,dorset,50.67,-2.15
holme chapel,lancashire,53.74,-2.19
holme green,bedfordshire,52.07,-0.26
holme green,berkshire,51.39,-0.82
holme green,north yorkshire,53.86,-1.16
holme hale,norfolk,52.62,0.77
holme lacy,hereford and worcester,52.01,-2.65
holme lane,nottinghamshire,52.92,-1.07
holme marsh,hereford and worcester,52.18,-2.96
holme mills,cumbria,54.19,-2.73
holme next the sea,norfolk,52.95,0.52
holme pierrepont,nottinghamshire,52.94,-1.07
holmer,hereford and worcester,52.07,-2.73
holmer green,buckinghamshire,51.66,-0.69
holmes,lancashire,53.65,-2.86
holmes chapel,cheshire,53.19,-2.36
holmesdale,derbyshire,53.29,-1.46
holmesfield,derbyshire,53.28,-1.52
holme slack,lancashire,53.77,-2.68
holmes's hill,east sussex,50.88,0.17
holme st cuthbert,cumbria,54.81,-3.4
holmeswood,lancashire,53.63,-2.86
holmethorpe,surrey,51.24,-0.16
holme wood,bradford,53.77,-1.71
holmewood,derbyshire,53.18,-1.35
holmley common,derbyshire,53.30,-1.47
holmrook,cumbria,54.37,-3.43
holmside,durham,54.83,-1.67
holmsleigh green,devon,50.81,-3.13
holmwood corner,surrey,51.18,-0.32
holmwrangle,cumbria,54.82,-2.76
holne,devon,50.50,-3.83
holnest,dorset,50.87,-2.49
holnicote,somerset,51.20,-3.56
holsworthy,devon,50.80,-4.35
holsworthy beacon,devon,50.84,-4.34
holt,dorset,50.82,-1.97
holt,hereford and worcester,52.25,-2.26
holt,hampshire,51.28,-0.95
holt,wiltshire,51.34,-2.2
holt,norfolk,52.89,1.09
holtby,york,53.97,-0.97
holt end,hampshire,51.14,-1.05
holt end,hereford and worcester,52.31,-1.89
holt fleet,hereford and worcester,52.26,-2.26
holt green,lancashire,53.52,-2.92
holt heath,dorset,50.83,-1.91
holt heath,hereford and worcester,52.26,-2.27
holt hill,kent,51.28,0.45
holt hill,staffordshire,52.83,-1.82
holton,somerset,51.03,-2.45
holton,suffolk,52.33,1.52
holton,oxfordshire,51.74,-1.13
holton cum beckering,lincolnshire,53.31,-0.33
holton le clay,lincolnshire,53.49,-0.07
holton le moor,lincolnshire,53.45,-0.37
holton st mary,suffolk,51.98,0.98
holt park,leeds,53.85,-1.6
holt pound,hampshire,51.18,-0.84
holts,oldham,53.52,-2.07
holtspur,buckinghamshire,51.60,-0.67
holt wood,dorset,50.84,-1.95
holtye,east sussex,51.13,0.07
holway,dorset,50.97,-2.52
holway,somerset,51.00,-3.08
holway,dorset,50.82,-2.88
holwell,somerset,51.20,-2.4
holwell,dorset,50.89,-2.42
holwell,oxfordshire,51.77,-1.66
holwell,bedfordshire,51.98,-0.31
holwell,leicestershire,52.79,-0.91
holwellbury,bedfordshire,51.99,-0.31
holwick,durham,54.62,-2.15
holybourne,hampshire,51.15,-0.95
holy city,devon,50.83,-3.0
holy cross,hereford and worcester,52.40,-2.11
holyfield,essex,51.70,00.00
holyford,devon,50.72,-3.09
holy island,northumberland,55.67,-1.79
holy island,northumberland,55.66,-1.81
holymoorside,derbyshire,53.21,-1.5
holyport,berkshire,51.48,-0.71
holystone,northumberland,55.31,-2.08
holywell,somerset,50.91,-2.68
holywell,dorset,50.83,-2.58
holywell,cornwall,50.37,-5.15
holywell,cambridgeshire,52.31,-0.05
holywell,warwickshire,52.29,-1.72
holywell,hereford and worcester,52.06,-2.92
holywell,bedfordshire,51.83,-0.53
holywell,gloucestershire,51.63,-2.34
holywell,hertfordshire,51.64,-0.42
holywell,northumberland,55.06,-1.51
holywell lake,somerset,50.97,-3.28
holywell row,suffolk,52.36,0.49
homedowns,gloucestershire,51.98,-2.11
homer,shropshire,52.60,-2.57
homer green,sefton,53.51,-2.99
homersfield,norfolk,52.41,1.35
homerton,hackney,51.54,-0.05
hom green,hereford and worcester,51.89,-2.61
homington,wiltshire,51.03,-1.83
honddu,hereford and worcester,51.91,-2.93
honeybourne,hereford and worcester,52.09,-1.84
honeychurch,devon,50.80,-3.95
honeydon,bedfordshire,52.20,-0.34
honey hill,berkshire,51.38,-0.82
honey hill,kent,51.30,1.02
honeystreet,wiltshire,51.34,-1.85
honey tye,suffolk,51.97,0.83
honeywick,bedfordshire,51.87,-0.59
honicknowle,devon,50.40,-4.16
honiley,warwickshire,52.34,-1.64
honing,norfolk,52.79,1.43
honingham,norfolk,52.65,1.1
honington,suffolk,52.33,0.8
honington,warwickshire,52.07,-1.62
honington,lincolnshire,52.97,-0.6
honiton,devon,50.79,-3.19
honnington,shropshire,52.73,-2.41
honor oak,lewisham,51.44,-0.05
honor oak park,lewisham,51.44,-0.04
honresfeld,rochdale,53.64,-2.09
hoo,kent,51.40,0.56
hoo,kent,51.32,1.28
hoober,rotherham,53.47,-1.38
hoobrook,hereford and worcester,52.36,-2.25
hood green,barnsley,53.51,-1.53
hood hill,sheffield,53.46,-1.45
hood manor,cheshire,53.38,-2.63
hooe,east sussex,50.85,0.38
hooe,devon,50.34,-4.1
hooe common,east sussex,50.86,0.4
hoo end,hertfordshire,51.85,-0.28
hoofield,cheshire,53.15,-2.73
hoo green,cheshire,53.33,-2.43
hoohill,lancashire,53.82,-3.03
hook,hampshire,50.84,-1.29
hook,devon,50.84,-2.99
hook,cambridgeshire,52.51,0.09
hook,wiltshire,51.55,-1.9
hook,hampshire,51.28,-0.96
hook-a-gate,shropshire,52.67,-2.8
hook bank,hereford and worcester,52.05,-2.27
hooke,dorset,50.79,-2.66
hooke,dorset,50.77,-2.6
hook end,solihull,52.41,-1.7
hook end,essex,51.66,0.28
hook end,oxfordshire,51.52,-1.04
hooker gate,gateshead,54.92,-1.78
hookgate,staffordshire,52.91,-2.38
hook green,kent,51.09,0.35
hook green,kent,51.37,0.35
hook green,kent,51.40,0.31
hook heath,surrey,51.30,-0.59
hook norton,oxfordshire,51.99,-1.49
hook park,hampshire,50.83,-1.3
hook's cross,hertfordshire,51.86,-0.15
hook street,gloucestershire,51.68,-2.47
hook street,wiltshire,51.55,-1.88
hooksway,west sussex,50.93,-0.84
hookway,devon,50.77,-3.63
hookwood,surrey,51.16,-0.19
hoole,cheshire,53.19,-2.86
hoole bank,cheshire,53.21,-2.85
hooley,surrey,51.28,-0.16
hooley bridge,rochdale,53.60,-2.22
hooley brow,rochdale,53.59,-2.22
hoo meavy,devon,50.46,-4.07
hoopers pool,wiltshire,51.28,-2.24
hoops,devon,50.98,-4.32
hoo st werburgh,kent,51.41,0.55
hooton,cheshire,53.29,-2.96
hooton levitt,rotherham,53.41,-1.21
hooton pagnell,doncaster,53.56,-1.27
hooton roberts,rotherham,53.46,-1.27
hopcroft's holt,oxfordshire,51.92,-1.33
hope,derbyshire,53.34,-1.76
hope,staffordshire,53.09,-1.82
hope,shropshire,52.60,-2.97
hope bagot,shropshire,52.36,-2.61
hopebeck,cumbria,54.60,-3.3
hope bowdler,shropshire,52.52,-2.78
hopedale,staffordshire,53.09,-1.82
hope end green,essex,51.85,0.27
hope green,cheshire,53.33,-2.13
hope mansell,hereford and worcester,51.86,-2.55
hope park,shropshire,52.60,-3.0
hopesay,shropshire,52.44,-2.89
hopesgate,shropshire,52.60,-2.99
hope's green,essex,51.54,0.55
hope's rough,hereford and worcester,52.12,-2.54
hope, the,shropshire,52.39,-2.72
hopetown,wakefield,53.70,-1.41
hope under dinmore,hereford and worcester,52.16,-2.73
hopgoods green,berkshire,51.41,-1.23
hopley's green,hereford and worcester,52.16,-2.96
hopperton,north yorkshire,53.99,-1.36
hop pole,lincolnshire,52.70,-0.25
hopsford,warwickshire,52.45,-1.38
hopstone,shropshire,52.54,-2.32
hopton,suffolk,52.37,0.92
hopton,derbyshire,53.07,-1.62
hopton,shropshire,52.77,-2.92
hopton,staffordshire,52.83,-2.09
hoptonbank,shropshire,52.39,-2.55
hopton cangeford,shropshire,52.41,-2.67
hopton castle,shropshire,52.39,-2.94
hoptongate,shropshire,52.41,-2.69
hopton heath,staffordshire,52.83,-2.07
hopton on sea,norfolk,52.53,1.74
hopton wafers,shropshire,52.38,-2.54
hopwas,staffordshire,52.64,-1.75
hopwood,hereford and worcester,52.36,-1.97
hopwood,rochdale,53.57,-2.21
hopworthy,devon,50.79,-4.41
horam,east sussex,50.93,0.23
horbling,lincolnshire,52.90,-0.35
horbury,wakefield,53.65,-1.56
horbury bridge,wakefield,53.64,-1.57
horbury junction,wakefield,53.64,-1.54
horcott,gloucestershire,51.69,-1.78
horden,durham,54.76,-1.31
hordle,hampshire,50.75,-1.61
hordley,shropshire,52.86,-2.92
horfield,city of bristol,51.48,-2.59
horham,suffolk,52.30,1.24
horley,surrey,51.17,-0.17
horley,oxfordshire,52.08,-1.4
horn ash,dorset,50.83,-2.86
hornblotton,somerset,51.10,-2.58
hornblotton green,somerset,51.09,-2.6
hornby,north yorkshire,54.33,-1.66
hornby,lancashire,54.10,-2.64
hornby,north yorkshire,54.43,-1.44
horncastle,berkshire,51.44,-1.03
horncastle,lincolnshire,53.20,-0.11
horncliffe,northumberland,55.73,-2.12
horndean,hampshire,50.91,-1.0
horndon,devon,50.60,-4.09
horndon on the hill,essex,51.52,0.39
horne,surrey,51.17,-0.09
horner,somerset,51.19,-3.59
horne row,essex,51.70,0.56
horner's green,suffolk,52.03,0.85
horner water,somerset,51.16,-3.63
hornestreet,essex,51.95,0.93
horney common,east sussex,51.00,0.06
horn hill,somerset,51.15,-3.1
hornick,cornwall,50.34,-4.85
horning,norfolk,52.70,1.46
horninghold,leicestershire,52.56,-0.82
horninglow,staffordshire,52.82,-1.64
horningsea,cambridgeshire,52.23,0.18
horningsham,wiltshire,51.16,-2.27
horningtoft,norfolk,52.77,0.85
horningtops,cornwall,50.41,-4.43
hornsbury,somerset,50.88,-2.95
hornsby,cumbria,54.84,-2.76
horns cross,devon,50.98,-4.3
horns cross,east sussex,50.96,0.59
horns green,bromley,51.30,0.07
horn street,kent,51.07,1.11
horn street,kent,51.31,0.42
horn street,kent,51.31,0.4
hornton,oxfordshire,52.10,-1.43
horpit,swindon,51.55,-1.69
horrabridge,devon,50.50,-4.1
horringer,suffolk,52.21,0.66
horrocks fold,bolton,53.61,-2.45
horrocksford,lancashire,53.88,-2.39
horsalls,kent,51.25,0.67
horsebridge,hampshire,51.06,-1.51
horsebridge,devon,50.54,-4.25
horse bridge,staffordshire,53.07,-2.06
horsebridge,shropshire,52.64,-2.94
horsebrook,devon,50.40,-3.81
horsebrook,staffordshire,52.68,-2.17
horsedown,wiltshire,51.50,-2.24
horsedowns,cornwall,50.15,-5.34
horsehay,shropshire,52.66,-2.48
horseheath,cambridgeshire,52.09,0.34
horsehouse,north yorkshire,54.22,-1.94
horseley heath,sandwell,52.52,-2.04
horsell,surrey,51.32,-0.58
horsell birch,surrey,51.32,-0.59
horseman side,essex,51.64,0.22
horsemere green,west sussex,50.80,-0.59
horsenden,buckinghamshire,51.71,-0.85
horsepools,gloucestershire,51.78,-2.23
horseway,cambridgeshire,52.45,0.08
horseway head,hereford and worcester,52.23,-2.96
horsey,somerset,51.14,-2.97
horsey,norfolk,52.74,1.62
horsey corner,norfolk,52.74,1.62
horsey down,wiltshire,51.63,-1.87
horsey island,essex,51.87,1.24
horsford,norfolk,52.69,1.23
horsforth,leeds,53.83,-1.63
horsforth woodside,leeds,53.82,-1.63
horsham,west sussex,51.06,-0.33
horsham,hereford and worcester,52.21,-2.39
horsham st faith,norfolk,52.68,1.26
horshoe green,kent,51.15,0.1
horsington,somerset,51.00,-2.42
horsington,lincolnshire,53.19,-0.21
horsley,gloucestershire,51.68,-2.24
horsley,northumberland,54.98,-1.86
horsley,northumberland,55.25,-2.25
horsley,derbyshire,52.99,-1.43
horsley cross,essex,51.90,1.08
horsleycross street,essex,51.91,1.08
horsleyhope,durham,54.81,-1.92
horsleys green,buckinghamshire,51.64,-0.87
horsley woodhouse,derbyshire,52.99,-1.42
horsmonden,kent,51.13,0.42
horspath,oxfordshire,51.73,-1.17
horstead,norfolk,52.72,1.34
horsted green,east sussex,50.95,0.07
horsted keynes,west sussex,51.03,-0.03
horton,dorset,50.86,-1.95
horton,somerset,50.92,-2.96
horton,northamptonshire,52.17,-0.81
horton,buckinghamshire,51.86,-0.66
horton,kent,51.25,1.02
horton,berkshire,51.46,-0.54
horton,wiltshire,51.36,-1.92
horton,lancashire,53.94,-2.23
horton,staffordshire,53.11,-2.09
horton,shropshire,52.72,-2.47
horton,shropshire,52.86,-2.75
horton common,dorset,50.85,-1.9
horton cross,somerset,50.93,-2.95
horton-cum-studley,oxfordshire,51.80,-1.14
horton green,cheshire,53.03,-2.82
horton heath,dorset,50.85,-1.91
horton heath,hampshire,50.94,-1.3
horton in ribblesdale,north yorkshire,54.14,-2.3
horton kirby,kent,51.38,0.24
hortonlane,shropshire,52.69,-2.83
horton wharf,buckinghamshire,51.86,-0.65
hortonwood,shropshire,52.71,-2.47
horwich,bolton,53.59,-2.56
horwich end,derbyshire,53.31,-2.0
horwood,devon,51.02,-4.14
hoscar,lancashire,53.59,-2.81
hose,leicestershire,52.85,-0.91
hosey hill,kent,51.25,0.07
hothfield,kent,51.16,0.81
hotley bottom,buckinghamshire,51.70,-0.74
hoton,leicestershire,52.79,-1.15
hotwells,city of bristol,51.44,-2.62
hough,cheshire,53.29,-2.22
hough,cheshire,53.04,-2.43
hougham,lincolnshire,52.98,-0.69
hough green,knowsley,53.36,-2.78
hough-on-the-hill,lincolnshire,53.00,-0.63
hough side,leeds,53.79,-1.65
houghton,hampshire,51.08,-1.51
houghton,west sussex,50.88,-0.56
houghton,cambridgeshire,52.33,-0.12
houghton,northumberland,54.98,-1.81
houghton,cumbria,54.92,-2.93
houghton bank,darlington,54.59,-1.66
houghton conquest,bedfordshire,52.05,-0.48
houghton green,east sussex,50.96,0.73
houghton green,cheshire,53.41,-2.57
houghton-le-side,darlington,54.58,-1.66
houghton-le-spring,sunderland,54.83,-1.47
houghton on the hill,leicestershire,52.62,-1.01
